id,module,name,path,route,evidence_level,evidence_ref,status,notes
API-WEB-0001,admin/articles,getArticles,admin-js,/api/admin/articles,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getArticles; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0055,admin/cats,updateCat,admin-js,/api/admin/cats/update/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCat; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0056,admin/cats,saveDetail,admin-js,/api/admin/cats/update/:id/detail,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=saveDetail; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0057,admin/cats,updateCatShow,admin-js,/api/admin/cats/update/:id/show,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCatShow; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0058,admin/cats,updateCatShowDetail,admin-js,/api/admin/cats/update/:id/show/detail,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCatShowDetail; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0059,admin/cats,updateCatShowEvent,admin-js,/api/admin/cats/update/:id/show/event,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCatShowEvent; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0060,admin/cats,updateCatShowPrice,admin-js,/api/admin/cats/update/:id/show/price,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCatShowPrice; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0061,admin/cats,updateCatThumb,admin-js,/api/admin/cats/update/:id/thumb,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCatThumb; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0062,admin/cos,upload,editor-js,/api/admin/cos/upload,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,route-only,web API; method=TBD; client_fn=-; extract=string-only; platform=editor-js; R10 may refine auth/body
API-WEB-0063,admin/dam,${a.userTemplateId},editor-js,/api/admin/dam/files/${a.userTemplateId},W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,route-only,web API; method=TBD; client_fn=-; extract=string-only; platform=editor-js; R10 may refine auth/body
API-WEB-0064,admin/dam,${zm.value.userTemplateId},editor-js,/api/admin/dam/files/${zm.value.userTemplateId},W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,route-only,web API; method=TBD; client_fn=-; extract=string-only; platform=editor-js; R10 may refine auth/body
API-WEB-0065,admin/doors,getDoors,admin-js,/api/admin/doors,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getDoors; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0066,admin/doors,addDoor,admin-js,/api/admin/doors/add,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=addDoor; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0067,admin/doors,deleteDoor,admin-js,/api/admin/doors/delete/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=delete; client_fn=deleteDoor; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0068,admin/doors,getDoor,admin-js,/api/admin/doors/detail/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getDoor; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0069,admin/doors,getDoorRule,admin-js,/api/admin/doors/rule,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getDoorRule; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0070,admin/doors,setDoorRule,admin-js,/api/admin/doors/rule/set,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=setDoorRule; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0071,admin/doors,updateDoor,admin-js,/api/admin/doors/update/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateDoor; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0072,admin/doors,updateDoorUser,admin-js,/api/admin/doors/update/:id/user,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateDoorUser; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0073,admin/goods,getList,admin-js,/api/admin/goods,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getList; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0074,admin/goods,getDetail,admin-js,/api/admin/goods/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getDetail; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0075,admin/goods,delete,admin-js,/api/admin/goods/:id/delete,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=delete; client_fn=delete; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0076,admin/goods,updateMemberPrices,admin-js,/api/admin/goods/:id/member-prices,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=updateMemberPrices; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0077,admin/goods,updateRecommended,admin-js,/api/admin/goods/:id/recommended,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateRecommended; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0078,admin/goods,updateStatus,admin-js,/api/admin/goods/:id/status,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateStatus; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0079,admin/goods,update,admin-js,/api/admin/goods/:id/update,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=update; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0080,admin/goods,getCategories,admin-js,/api/admin/goods/categories,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getCategories; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0081,admin/goods,deleteCategory,admin-js,/api/admin/goods/categories/:id/delete,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=delete; client_fn=deleteCategory; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0082,admin/goods,updateCategory,admin-js,/api/admin/goods/categories/:id/update,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateCategory; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0083,admin/goods,createCategory,admin-js,/api/admin/goods/categories/create,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=createCategory; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0084,admin/goods,updateConfig,admin-js,/api/admin/goods/config,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateConfig; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0085,admin/goods,create,admin-js,/api/admin/goods/create,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=create; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0086,admin/loans,getLoans,admin-js,/api/admin/loans,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getLoans; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0087,admin/loans,addLoan,admin-js,/api/admin/loans/add,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=addLoan; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0088,admin/loans,getLoanCats,admin-js,/api/admin/loans/cat,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getLoanCats; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0089,admin/loans,addLoanCat,admin-js,/api/admin/loans/cat/add,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=addLoanCat; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0090,admin/loans,deleteLoanCat,admin-js,/api/admin/loans/cat/delete/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=delete; client_fn=deleteLoanCat; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0091,admin/loans,updateLoanCat,admin-js,/api/admin/loans/cat/update/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateLoanCat; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0092,admin/loans,deleteLoan,admin-js,/api/admin/loans/delete/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=delete; client_fn=deleteLoan; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0093,admin/loans,getLoan,admin-js,/api/admin/loans/detail/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getLoan; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0094,admin/loans,getLoanRule,admin-js,/api/admin/loans/rule,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getLoanRule; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0095,admin/loans,setLoanRule,admin-js,/api/admin/loans/rule/set,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=setLoanRule; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0096,admin/loans,updateLoan,admin-js,/api/admin/loans/update/:id,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateLoan; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0097,admin/loans,updateLoanUser,admin-js,/api/admin/loans/update/:id/user,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=put; client_fn=updateLoanUser; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0098,admin/login,login,admin-js,/api/admin/login,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=login; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0099,admin/marketing,getGameInfo,admin-js,/api/admin/marketing/breeding/info,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getGameInfo; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0100,admin/marketing,updateKingProfile,admin-js,/api/admin/marketing/breeding/king/profile,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=updateKingProfile; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0101,admin/marketing,getLeaderboard,admin-js,/api/admin/marketing/breeding/leaderboard,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getLeaderboard; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0102,admin/marketing,getPublicGameInfo,admin-js,/api/admin/marketing/breeding/public/info,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getPublicGameInfo; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0103,admin/marketing,getPublicLeaderboard,admin-js,/api/admin/marketing/breeding/public/leaderboard,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=get; client_fn=getPublicLeaderboard; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0104,admin/marketing,shareGame,admin-js,/api/admin/marketing/breeding/share,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=shareGame; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0105,admin/marketing,startGame,admin-js,/api/admin/marketing/breeding/start,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=startGame; extract=named-request; platform=admin-js; R10 may refine auth/body
API-WEB-0106,admin/marketing,submitScore,admin-js,/api/admin/marketing/breeding/submit,W,reverse-evidence/web/cattery-admin.js|cattery-editor.js|api-routes.txt,method-resolved,web API; method=post; client_fn=submitScore; extract=named-request; platform=admin-js; R10 may refine auth/body
