id,module,name,path,route,evidence_level,evidence_ref,status,notes
P0C-0014,P0,post,bearer-or-token-header,/api/admin/breeding/invite/accept,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown-post; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0015,P0,post,bearer-or-token-header,/api/admin/breeding/transaction/create,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=non-idempotent-create; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0016,P0,get,bearer-or-token-header,/api/admin/breeding/transaction/list,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=yes-safe; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; list-like GET; pagination params common in admin SPA; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0017,P0,put,bearer-or-token-header,/api/admin/breeding/transaction/r,I,static R10 skeleton,method-inferred,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=app_version,article,banner,batch_config_response,before_after_recipe,breeding_plan,breeding_plan_filter,breeding_plan_form; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0018,P0,get,bearer-or-token-header,/api/admin/cat/planes,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=yes-safe; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; list-like GET; pagination params common in admin SPA; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0019,P0,post,bearer-or-token-header,/api/admin/cat/planes/add,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=non-idempotent-create; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0020,P0,put,bearer-or-token-header,/api/admin/cat/planes/archive/,S,static R10 skeleton,method-resolved,"req=I: archive reason/flags possible; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; breeding archive transition; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0021,P0,put,bearer-or-token-header,/api/admin/cat/planes/archive/:id,W,static R10 skeleton,method-resolved,"req=I: archive reason/flags possible; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; breeding archive transition; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0022,P0,put,bearer-or-token-header,/api/admin/cat/planes/breeding/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=unknown; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,cat,cat_sort_item,cat_tag; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0023,P0,put,bearer-or-token-header,/api/admin/cat/planes/breeding/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=unknown; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,cat,cat_sort_item,cat_tag; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0024,P0,put,bearer-or-token-header,/api/admin/cat/planes/breeding/:id/date,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=unknown; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,cat,cat_sort_item,cat_tag; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0025,P0,put,bearer-or-token-header,/api/admin/cat/planes/confirm/,S,static R10 skeleton,method-resolved,"req=I: ConfirmProduction-like payload; App has ConfirmProductionRequest string; fields B; resp=I: updated plane + side effects; B; err=B-not-observed-runtime; params=id?; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; breeding state transition P0; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0026,P0,put,bearer-or-token-header,/api/admin/cat/planes/confirm/:id,W,static R10 skeleton,method-resolved,"req=I: ConfirmProduction-like payload; App has ConfirmProductionRequest string; fields B; resp=I: updated plane + side effects; B; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; breeding state transition P0; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0027,P0,delete,bearer-or-token-header,/api/admin/cat/planes/delete/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=likely-idempotent-delete; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0028,P0,delete,bearer-or-token-header,/api/admin/cat/planes/delete/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-delete; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0029,P0,get,bearer-or-token-header,/api/admin/cat/planes/detail/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=yes-safe; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0030,P0,get,bearer-or-token-header,/api/admin/cat/planes/detail/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=yes-safe; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0031,P0,∅,bearer-or-token-header,/api/admin/cat/planes/remind/,S,static R10 skeleton,method-unknown,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0032,P0,put,bearer-or-token-header,/api/admin/cat/planes/update/,I,static R10 skeleton,method-inferred,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0033,P0,put,bearer-or-token-header,/api/admin/cat/planes/update/:id/show,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0034,P0,put,bearer-or-token-header,/api/admin/cat/planes/update/cats/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0035,P0,put,bearer-or-token-header,/api/admin/cat/planes/update/cats/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0036,P0,post,bearer-or-token-header,/api/admin/cat/planes/weights/,S,static R10 skeleton,method-resolved,"req=I: weight records array/cat ids; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=unknown-post; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; weight / newborn monitoring; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0037,P0,post,bearer-or-token-header,/api/admin/cat/planes/weights/:id,W,static R10 skeleton,method-resolved,"req=I: weight records array/cat ids; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=unknown-post; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; weight / newborn monitoring; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0038,P0,delete,bearer-or-token-header,/api/admin/cat/planes/weights/:id/delete,W,static R10 skeleton,method-resolved,"req=I: weight records array/cat ids; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-delete; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; weight / newborn monitoring; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0039,P0,put,bearer-or-token-header,/api/admin/cat/planes/weights/:id/update,W,static R10 skeleton,method-resolved,"req=I: weight records array/cat ids; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; weight / newborn monitoring; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0040,P0,∅,bearer-or-token-header,/api/admin/cat/planes/weights/cat,S,static R10 skeleton,method-unknown,"req=I: weight records array/cat ids; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; weight / newborn monitoring; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0041,P0,∅,bearer-or-token-header,/api/admin/cat/weights/,S,static R10 skeleton,method-unknown,"req=I: weight records array/cat ids; B; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=unknown; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; weight / newborn monitoring; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0042,P0,get,bearer-or-token-header,/api/admin/cats,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=yes-safe; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; list-like GET; pagination params common in admin SPA; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0043,P0,post,bearer-or-token-header,/api/admin/cats/add,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=non-idempotent-create; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0044,P0,∅,bearer-or-token-header,/api/admin/cats/batch,S,static R10 skeleton,method-unknown,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=batch_config_response,cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0045,P0,∅,bearer-or-token-header,/api/admin/cats/batch/config,S,static R10 skeleton,method-unknown,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=auto_backup_config,batch_config_response,cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0046,P0,delete,bearer-or-token-header,/api/admin/cats/delete/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=likely-idempotent-delete; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0047,P0,delete,bearer-or-token-header,/api/admin/cats/delete/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-delete; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0048,P0,get,bearer-or-token-header,/api/admin/cats/detail/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=yes-safe; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0049,P0,get,bearer-or-token-header,/api/admin/cats/detail/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=yes-safe; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0050,P0,∅,bearer-or-token-header,/api/admin/cats/r,S,static R10 skeleton,method-unknown,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=app_version,article,banner,batch_config_response,before_after_recipe,breeding_plan,breeding_plan_filter,breeding_plan_form; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0051,P0,get,bearer-or-token-header,/api/admin/cats/unmother,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=yes-safe; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; list-like GET; pagination params common in admin SPA; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0052,P0,put,bearer-or-token-header,/api/admin/cats/update/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id?; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0053,P0,put,bearer-or-token-header,/api/admin/cats/update/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0054,P0,put,bearer-or-token-header,/api/admin/cats/update/:id/detail,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0055,P0,put,bearer-or-token-header,/api/admin/cats/update/:id/show,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0056,P0,put,bearer-or-token-header,/api/admin/cats/update/:id/show/detail,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0057,P0,put,bearer-or-token-header,/api/admin/cats/update/:id/show/event,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight,event_record,event_reminder; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0058,P0,put,bearer-or-token-header,/api/admin/cats/update/:id/show/price,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0059,P0,put,bearer-or-token-header,/api/admin/cats/update/:id/thumb,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0060,P0,put,bearer-or-token-header,/api/admin/cats/update/cat/sort,I,static R10 skeleton,method-inferred,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=likely-idempotent-put; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0061,P0,post,bearer-or-token-header,/api/admin/cos/upload,I,static R10 skeleton,method-inferred,req=I: multipart/form-data or signed upload; FormData seen in admin; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=non-idempotent-create; entities=uploaded_image; upload path; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack
P0C-0062,P0,∅,bearer-or-token-header,/api/admin/dam/files,S,static R10 skeleton,method-unknown,req=I: multipart/form-data or signed upload; FormData seen in admin; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=-; upload path; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack
P0C-0063,P0,∅,bearer-or-token-header,/api/admin/dam/files/${a.userTemplateId},W,static R10 skeleton,method-unknown,"req=I: multipart/form-data or signed upload; FormData seen in admin; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=agent_message,app_version,article,audit_info,auto_backup_config,backup_task,banner,batch_config_response; upload path; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0064,P0,∅,bearer-or-token-header,/api/admin/dam/files/v2,S,static R10 skeleton,method-unknown,"req=I: multipart/form-data or signed upload; FormData seen in admin; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=app_version,cat_variety,event_record,event_reminder,member_level,version_info; upload path; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0065,P0,∅,bearer-or-token-header,/api/admin/dam/folders,S,static R10 skeleton,method-unknown,req=I: multipart/form-data or signed upload; FormData seen in admin; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown; entities=-; upload path; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack
P0C-0066,P0,get,bearer-or-token-header,/api/admin/entitlements,I,static R10 skeleton,method-inferred,req=none-or-empty; resp=I: capacity/module limits object; field names B (see membership static report); err=B-not-observed-runtime; params=-; idem=yes-safe; entities=-; list-like GET; pagination params common in admin SPA; membership gate; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack
P0C-0067,P0,get,bearer-or-token-header,/api/admin/membership/,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=yes-safe; entities=membership,membership_info; list-like GET; pagination params common in admin SPA; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0068,P0,get,bearer-or-token-header,/api/admin/membership/:user_id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=user_id; idem=yes-safe; entities=membership,membership_info,user,user_info; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0069,P0,put,bearer-or-token-header,/api/admin/membership/:user_id/level,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=user_id; idem=unknown; entities=member_level,membership,membership_info,user,user_info; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0070,P0,post,bearer-or-token-header,/api/admin/membership/levels,S,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=-; idem=unknown-post; entities=membership,membership_info; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
P0C-0071,P0,delete,bearer-or-token-header,/api/admin/membership/levels/:id,W,static R10 skeleton,method-resolved,"req=B-not-observed-runtime; resp=B-not-observed-runtime; err=B-not-observed-runtime; params=id; idem=likely-idempotent-delete; entities=membership,membership_info; admin interceptor uses localStorage.token or App Bridge getToken; Authorization header used by HTTP stack"
